gene_id,SRR22458540,SRR22458547,SRR7780828,SRR7780898,SRR7819748,SRR7819792,SRR7819798,SRR7819835,SRR7819862,SRR7819901,SRR7819906,SRR7819938
GPR22,57,48,2976,1900,0,0,4,0,0,4,0,0
HBP1,459,666,2717,1570,3919,4481,3374,4046,7299,5117,7188,5536
PRKAR2B,607,230,1638,1061,484,1156,1007,33810,1748,1030,2797,1039
DUS4L,122,128,2167,1108,1053,1144,1230,1318,2285,1472,1361,1129
COG5,180,242,3837,2402,1053,1423,1232,1045,1858,923,1384,1397
CCDC71L,2,2,167,86,11,27,15,12,10,14,35,6
NAMPT,481,774,2266,1448,2361,10223,5662,4462,12061,3117,7785,3247
SYPL1,495,545,1313,644,3009,5203,5294,3326,12922,4211,4843,5904
ATXN7L1,149,117,3145,2162,576,852,529,824,779,1016,1117,563
EFCAB10,0,0,700,416,41,22,37,0,164,108,60,52
RINT1,263,295,3059,1931,2140,2232,1756,3012,3197,744,2316,1629
PUS7,151,201,2215,1446,1391,1190,965,633,1600,524,914,1214
SRPK2,644,740,3395,2328,3430,3203,2524,1882,4798,2906,3636,3418
KMT2E,945,727,9410,5139,5614,5478,3551,2695,3344,2903,5368,2458
LHFPL3,0,0,477,364,0,0,0,0,1,5,3,0
ORC5,111,126,2625,1617,686,752,691,648,1627,2525,907,1080
SLC26A5,27,25,3233,1998,59,52,10,46,16,36,33,50
PSMC2,325,353,2551,1513,4164,2935,3873,4396,7781,5709,4982,8348
RELN,436,305,12786,7472,37,5531,3974,244,4338,5238,10800,1163
DNAJC2,163,230,2175,1391,2564,1875,2522,2306,4984,3521,2935,3101
PMPCB,200,354,2271,1290,3191,2049,2280,3724,4834,3071,2828,2343
NAPEPLD,42,32,1624,880,207,291,138,685,177,92,792,231
ARMC10,194,325,841,577,2378,2506,3644,2435,5120,2594,3805,2669
FBXL13,9,5,4695,2792,8,12,12,7,50,14,9,9
LRRC17,111,112,2166,1471,0,249,237,372,4004,573,172,261
GSAP,110,141,2899,1963,1636,1244,1855,421,1407,2844,1478,702
CCDC146,49,64,2758,2125,194,320,772,376,501,186,431,170
FAM185A,57,33,1400,804,198,276,294,257,756,429,223,248
FGL2,2469,1022,2386,1518,452,42784,6407,5434,15742,7862,28718,6935
PTPN12,32,34,449,356,188,372,219,58,225,21,350,149
RSBN1L,270,360,2998,2226,919,1040,802,468,1563,1301,1068,607
TMEM60,43,54,336,387,382,436,727,547,979,657,815,518
PHTF2,173,120,3453,1986,164,721,428,628,1484,287,794,776
MAGI2,61,96,3441,2006,163,300,184,564,173,39,269,74
GNAI1,333,358,1591,1003,264,1621,1032,5262,3854,1615,1485,1178
CD36,3099,2151,2515,1491,536,18979,7773,89884,7973,1466,20222,2756
SEMA3C,1842,846,4088,2663,959,6046,6744,3437,15643,6490,15577,4261
HGF,49,90,4056,2264,9,685,81,159,287,83,589,71
CACNA2D1,574,329,4003,2500,94,2501,1517,2075,3169,2837,1778,1067
PCLO,30,12,27284,15469,38,98,50,237,70,94,49,149
SEMA3E,27,4,2788,1681,83,53,247,42,10,68,28,349
SEMA3A,88,289,4050,2451,927,1613,1789,30,2138,1061,966,203
SEMA3D,318,70,4031,2205,50,1573,3296,87,1292,573,2363,1273
SCGB1C1,0,0,209,121,3,0,7,0,9,7,5,6
ODF3,0,0,770,402,0,3,0,0,0,0,0,0
BET1L,261,316,491,263,4406,5245,5668,6227,5764,10830,5037,3453
PGGHG,129,109,3186,1424,1402,940,822,2443,1246,3029,1051,477
SIRT3,210,193,1183,651,2594,1558,1417,1438,2243,6225,2880,1338
RIC8A,203,324,2326,1093,2886,1869,2518,2237,3284,4697,2434,1859
PSMD13,403,684,1459,815,5966,5204,6193,9742,10070,13949,6846,8631
B4GALNT4,0,10,3247,1442,595,143,433,0,486,878,232,170
PKP3,323,160,2752,1162,5195,1017,2179,19,2792,5865,1439,12579
SIGIRR,36,138,1689,850,946,1163,972,600,1694,1408,1407,430
ANO9,124,116,2615,1174,3156,1005,1016,0,2057,2986,1758,2996
PTDSS2,80,114,2275,1217,1909,1282,1875,3394,2445,3875,2071,1409
RNH1,324,295,1428,613,10848,6201,8953,16601,9453,14278,9558,7836
HRAS,72,61,1058,445,976,446,1009,2133,1613,2818,969,1933
LRRC56,26,12,1309,598,103,29,45,25,102,115,27,77
LMNTD2,14,19,2722,1236,245,123,100,20,205,303,106,137
RASSF7,130,91,1648,795,1122,830,1982,107,2382,3390,868,6431
MIR210,0,0,28,23,0,0,2,0,0,0,0,2
MIR210,0,0,1,1,0,0,1,0,0,0,0,1
IRF7,5,14,638,294,377,609,968,212,855,2278,246,104
PHRF1,397,386,6206,2788,6178,3366,3469,2998,3964,5528,4257,3196
DEAF1,47,84,1702,774,1265,792,873,628,1242,2143,1179,657
TMEM80,18,22,522,215,660,329,406,243,552,1085,489,234
EPS8L2,337,373,2295,1086,5558,3241,3399,2970,4423,6490,2010,6824
TALDO1,526,884,1237,648,10694,8593,12224,31709,22657,21460,14357,16928
GATD1,66,59,1253,578,936,736,971,1270,895,1242,1050,723
SLC25A22,185,178,40,38,1710,1815,1617,6145,2578,2224,1766,2051
C18H11orf96,2,0,5,4,40,108,72,84,52,422,256,45
ALKBH3,103,145,866,609,1078,1115,943,1204,2038,2794,902,630
TRNAK-CUU,1,4,0,0,1,2,0,0,0,0,3,1
HSD17B12,638,297,1091,666,972,2173,2888,4966,5710,2253,2220,9842
TTC17,357,508,4344,2673,2539,2838,2154,2634,3485,4062,4067,2107
API5,441,486,1962,1097,3117,3619,4373,1774,5857,3272,2840,2800
LRRC4C,1,0,2950,2022,11,0,4,0,13,1,16,4
IFTAP,140,210,1672,1110,2182,1827,1411,1794,3216,2083,2485,1883
RAG2,0,0,2523,1699,0,0,0,0,0,0,0,0
TRAF6,306,463,2133,1531,2489,2008,1829,1613,2752,1728,1859,2047
COMMD9,100,97,604,348,1554,842,1818,5423,2226,4220,2536,2607
PRR5L,346,42,1489,840,202,291,498,12052,157,395,402,405
LDLRAD3,112,101,1379,731,3055,926,1158,712,1227,1707,1396,360
TRIM44,293,567,1073,768,3662,3085,2404,3488,4273,2870,2189,1318
FJX1,19,26,1892,775,4907,228,859,523,1538,2214,771,525
PAMR1,133,36,1950,1106,119,387,282,4427,1591,2463,1043,1035
SLC1A2,43,172,1939,1117,49,470,159,15,348,172,104,190
CD44,806,1189,1402,775,6385,7993,15397,1554,16596,17467,10012,10502
PDHX,147,173,2064,1234,614,967,1310,2430,2898,1208,1264,1193
MIR1343,1,0,98,42,0,0,0,0,0,0,0,0
MIR1343,1,0,1,1,0,0,0,0,0,0,0,0
APIP,93,240,935,637,2804,1719,3057,2972,7272,4655,3944,2751
EHF,138,3160,1031,593,16012,12844,12831,62,19842,5285,6965,8166
ELF5,64,5286,952,630,7711,16164,3072,15,29486,7134,4237,1743
CAT,1248,3179,1999,1273,49996,17892,13041,25973,28061,2196,23240,9397
ABTB2,156,50,2982,1600,3676,410,582,603,416,652,364,1153
NAT10,149,206,2917,1645,1682,1255,1707,844,1744,1943,1543,1933
CAPRIN1,1670,3241,3533,2097,15468,14715,14048,17062,24883,5614,14479,8755
LMO2,155,138,725,316,416,4029,4549,3141,5121,4483,7356,2215
FBXO3,277,412,1941,1110,1889,2292,1573,2147,4198,377,2658,2615
CD59,450,274,554,303,5054,8369,11578,3284,15190,14462,19892,11170
KIAA1549L,27,4,5806,3113,21,19,28,0,8,53,13,89
HIPK3,1942,1982,7231,4456,3943,10268,6654,8242,10266,4137,6865,4088
DEPDC7,22,0,2194,1406,114,41,39,761,91,30,129,285
CSTF3,113,201,2886,1932,987,1132,1184,901,2272,1161,1260,1043
TCP11L1,199,79,1914,1090,1458,1040,995,5604,847,1672,1576,672
QSER1,737,449,11242,6823,1573,2037,2260,1230,2403,1333,1481,1318
PRRG4,72,25,1018,556,319,173,268,0,648,274,440,832
CCDC73,44,66,4936,3341,226,148,394,32,430,318,229,100
EIF3M,488,1190,1581,983,12179,7691,7850,11709,20059,18709,15192,10797
WT1,9,0,1641,911,0,0,0,4,15,7,0,6
RCN1,1287,940,916,521,1940,7588,5545,8720,18704,26184,9484,6420
PAX6,0,0,17,15,17,0,18,0,0,13,8,9
ELP4,54,45,1661,1103,412,318,329,158,657,627,358,237
IMMP1L,69,98,888,496,858,622,806,691,2115,786,1219,1052
DNAJC24,232,229,2031,1326,485,965,1016,339,1905,1303,735,932
DCDC1,8,5,4573,3045,39,10,20,22,23,33,20,4
MPPED2,3,11,879,600,27,106,150,42,182,530,90,60
ARL14EP,211,237,1585,1004,696,1395,834,860,2278,290,1915,869
OR10V4,22,29,1567,1003,33,115,9,27,13,0,20,1
PATL1,103,55,2914,1683,1488,1296,920,940,935,649,1086,773
OSBP,418,934,2608,1456,5164,5358,3585,3366,4881,4839,3576,3238
TRNAK-UUU,1,0,0,0,2,0,0,0,0,0,0,0
TRNAF-GAA,1,0,0,2,0,0,0,0,0,1,0,0
OR4D11,3,0,463,388,0,0,0,0,0,0,0,0
OR4D9C,2,0,821,653,0,0,0,0,0,0,0,0
OR5AN2,4,0,185,144,7,3,0,2,0,0,0,0
MPEG1,147,177,2873,1691,930,7124,3243,11724,4837,5429,3578,3447
DTX4,385,174,1944,1012,539,1271,1293,13960,1510,2063,1858,1547
FAM111A,126,74,4430,2734,287,756,567,439,959,586,749,625
FAM111B,178,126,6375,3616,748,1736,940,1543,2140,366,1704,1048
GLYAT,7,0,1494,868,7,0,2,25,0,46,0,10
CNTF,17,27,416,289,67,86,97,190,100,222,138,79
ZFP91,476,465,2435,1365,4037,5962,4604,3903,6254,4380,5135,3852
LPXN,13,23,1594,997,125,647,573,836,1196,237,803,601
OR5B21,2,0,1858,1118,4,2,0,0,0,0,0,0
OR5B35,2,0,1020,664,0,0,0,0,0,0,0,3
OR5B33,2,0,675,357,0,0,0,0,0,0,0,0
OR5B32,4,0,2287,1331,0,0,0,0,0,0,0,0
OR10W1,3,0,1907,1084,0,0,0,0,0,0,0,0
OR9Q3,11,0,678,469,2,0,1,0,2,0,0,0
OR9Q4,1,0,701,379,6,0,0,0,0,0,0,0
OR9I1,2,0,1530,988,0,0,0,0,0,0,0,0
OR6Q1,2,0,1150,861,0,3,0,0,0,0,5,0
OR5BA1,4,1,11,32,0,4,0,17,4,0,0,0
BTBD18,9,8,2277,1386,15,22,15,14,41,18,52,7
SELENOH,56,65,21,19,2174,993,2130,1594,2495,3830,2164,2030
TMX2,95,100,936,616,1189,1259,1776,1665,3158,3255,1985,2579
CTNND1,1741,1586,3818,2302,13280,12503,10677,3860,8955,12415,9470,9049
MED19,128,124,1312,870,1561,1066,1305,1462,2523,2721,2170,1836
ZDHHC5,404,349,1862,1068,4049,3942,4382,3159,4906,3800,3977,7447
CLP1,58,97,1840,1042,495,393,665,424,1273,1316,917,1273
YPEL4,14,8,381,244,30,255,86,393,272,1417,376,100
SERPING1,920,391,1161,663,1988,28060,20704,30086,50598,40506,72751,29247
UBE2L6,69,118,602,344,2951,2923,5684,1573,6868,8587,4471,1771
TIMM10,49,55,297,157,917,542,856,1022,1342,1197,1250,1177
SLC43A1,123,40,1851,864,175,735,376,2104,821,2924,1584,408
RTN4RL2,4,0,487,299,7,53,20,0,33,0,39,14
SLC43A3,378,106,1360,739,3778,2188,2217,30900,2847,4087,8822,2570
P2RX3,19,9,990,470,9,30,10,270,32,39,56,81
SSRP1,487,998,2130,1321,14535,7165,9314,6872,12611,15527,9397,8444
TNKS1BP1,1227,734,7437,3662,12395,6113,6271,15190,7066,12756,10311,9772
APLNR,173,171,2736,1569,15,761,1465,347,2409,2206,489,1030
DLA-79,58,50,1083,545,1064,1546,4520,745,2743,1265,897,8137
OR4S7,5,2,2925,1698,0,7,8,0,11,0,0,6
PTPRJ,278,713,5025,3030,6483,5545,4922,2223,5218,5106,4505,2328
NUP160,138,122,4061,2459,1156,984,907,584,1758,531,1227,775
FNBP4,379,535,3933,2555,4384,4007,2720,1536,4109,3042,5614,2269
AGBL2,29,38,2933,2129,608,371,286,195,503,286,492,173
MTCH2,217,407,69,45,2882,2381,3296,3155,5777,2619,3241,4446
C1QTNF4,17,3,1357,848,84,60,59,27,91,139,114,53
KBTBD4,106,161,2463,1395,1354,986,1147,1063,1619,959,1343,1325
FAM180B,37,7,508,284,8,119,45,32,201,237,329,379
NDUFS3,107,135,583,291,2231,1191,1940,3242,3008,4847,1867,2214
PTPMT1,46,84,982,494,692,604,844,1471,1486,1374,968,731
RAPSN,0,0,1036,691,51,19,43,16,50,95,70,0
PSMC3,250,360,1792,1109,5129,3281,4451,6400,8728,9450,5772,8770
CELF1,774,775,2027,1335,4088,4577,3752,3413,3050,4755,3554,2262
SLC39A13,126,123,833,380,1249,1063,1849,1352,2019,3612,1921,1098
SPI1,12,15,1184,618,248,1129,1129,2095,1396,704,897,810
MADD,170,214,5129,3081,3112,2191,1450,1181,2365,2624,3559,2023
NR1H3,77,81,1089,698,477,1162,1714,2941,1688,5736,3131,498
DDB2,160,149,1702,873,4341,2083,1077,857,1826,1363,3036,873
PACSIN3,138,100,1384,618,3581,1395,2384,2879,2694,6187,2936,2530
ACP2,166,150,1751,971,1264,1235,1144,1868,1866,2136,1841,788
ARFGAP2,400,663,2151,1171,5795,4489,3889,5862,6778,8699,5803,6554
C18H11orf49,32,31,850,522,293,192,198,137,409,147,215,174
F2,0,0,1695,959,422,15,0,13,37,25,0,0
LRP4,767,186,5581,3381,245,987,351,673,497,763,1058,919
CKAP5,624,829,7945,4949,2668,3020,2561,3509,3684,2111,3163,2382
ZNF408,50,38,3009,1650,573,463,514,224,660,679,722,387
ARHGAP1,228,289,1506,892,2152,3155,2357,2056,3763,441,3367,2861
HARBI1,40,61,1551,1049,267,419,299,378,539,268,507,311
ATG13,357,435,1665,1069,4397,4521,4430,5483,5469,9052,5950,3393
AMBRA1,201,520,4133,2357,2813,2701,2149,1651,2086,1791,2548,1284
TRNAK-UUU,1,2,1,1,0,1,0,1,0,0,0,0
CHRM4,6,3,2691,1527,19,23,20,8,16,25,38,16
MDK,63,123,11,18,1572,2487,11023,6147,9230,6809,5230,1791
DGKZ,431,474,4700,2555,3560,3592,4710,5097,4770,8796,4765,3518
CREB3L1,109,64,1208,623,107,993,434,808,1103,2749,1236,693
LARGE2,48,128,2670,1336,1422,1200,953,49,2018,1141,861,849
PEX16,87,156,1314,587,2377,1316,1385,1674,2073,1866,2197,2015
PHF21A,165,157,2864,1929,1154,1599,979,1446,1228,1366,1536,507
MAPK8IP1,74,269,2564,1387,4155,2481,3187,1845,2918,5420,1816,1330
C18H11orf94,3,9,239,134,329,92,176,79,177,985,115,42
CRY2,209,121,1595,911,3896,2273,1930,6620,2290,5582,2998,844
SLC35C1,15,17,1226,745,373,375,467,265,467,59,253,178
CHST1,9,28,1739,856,15,109,155,148,291,109,47,77
SYT13,45,0,1216,635,99,100,50,0,71,516,527,190
PRDM11,131,125,2933,1561,326,526,442,171,488,798,554,250
TP53I11,63,115,582,295,448,2066,4890,524,7688,13899,2445,1182
TSPAN18,85,39,962,525,96,821,502,142,857,712,1664,511
ALX4,65,167,2081,996,17,350,154,159,884,1042,194,113
EXT2,625,982,2879,1845,7071,5743,8600,6623,11298,5316,7284,5798
ACCS,109,158,1272,777,3399,3530,1112,3716,2082,2719,1285,487
PIDD1,74,81,2895,1577,1658,905,1296,1662,1766,3287,1334,754
RPLP2,1053,2797,246,138,41760,26417,34715,87674,89848,133116,66035,54302
CRACR2B,56,417,1117,570,6173,3074,3435,506,4401,10347,3505,1235
PNPLA2,896,139,1660,791,2424,2772,2421,191667,3079,7256,11834,3771
CD151,762,535,838,366,14107,9949,22584,35355,18898,38903,19954,13351
POLR2L,54,66,37,19,1383,976,2495,3927,2265,6446,1991,2542
TSPAN4,153,91,1029,509,510,2013,1588,5097,2698,4232,5567,1145
CHID1,209,306,997,492,3471,2718,4036,4631,8654,5296,4187,3731
AP2A2,477,469,3210,1843,5027,4018,4561,9903,6993,9733,6723,3789
MUC5B,0,0,15571,8502,14,23,9524,0,0,0,54,0
TOLLIP,349,373,1132,642,3535,3506,3707,3851,5294,5069,3517,6522
BRSK2,19,9,2189,1086,42,68,45,51,65,70,143,0
DUSP8,33,9,1464,695,155,301,697,3116,418,1350,513,654
MOB2,110,99,1126,544,2626,1816,2197,3105,2394,3888,4518,1970
IFITM10,30,9,898,509,2969,652,2430,53,1362,4841,1958,777
CTSD,638,881,1036,428,12519,21203,63799,33319,29928,10271,25101,20953
SYT8,10,133,1938,893,895,1463,3077,0,1588,6389,1937,762
TNNI2,8,115,712,397,387,976,1223,0,9465,10701,823,383
TNNT3,0,0,736,395,0,11,0,49,11698,5,5,9
MRPL23,113,163,546,288,2362,1293,2200,3654,4144,7656,2848,2814
H19,11,335,338,134,283,36,22820,865,3423,18,0,34
LSP1,1459,992,843,391,3704,30762,18983,27224,44749,133821,44173,11965
IGF2,12,53,775,371,16,1342,134,521,656,176,637,72
MIR483,0,0,21,13,0,0,0,0,0,0,0,0
MIR483,0,0,1,1,0,0,0,0,0,0,0,0
ASCL2,18,14,875,363,113,70,23,2,166,169,91,388
TSPAN32,0,0,856,422,19,24,10,77,20,28,31,20
TSSC4,72,115,1030,559,1392,917,1828,1281,2355,6883,1900,1944
TRPM5,5,7,3781,1690,0,20,0,0,0,11,0,0
CD81,784,1817,663,397,17042,17957,24345,22768,28179,38055,14796,10918
KCNQ1,25,20,1692,809,150,660,1407,1055,685,496,414,295
MIR8859A,2,0,3,3,10,6,1,0,0,3,11,2
MIR8859A,1,0,1,1,1,1,1,0,0,1,1,1
MIR8859B,3,2,0,1,12,1,1,2,0,4,8,3
MIR8859B,1,1,0,1,1,0,0,1,0,1,1,1
CDKN1C,30,32,24,33,156,518,338,801,1245,5785,1899,223
SLC22A18,0,27,1033,476,395,176,255,0,612,1450,192,279
PHLDA2,7,9,50,25,643,194,595,194,902,1618,567,757
NAP1L4,481,810,1843,1156,6720,5137,6253,6366,10100,6811,6558,9072
CARS1,200,198,2488,1413,1658,1380,2535,1874,3367,2432,1956,3390
MRGPRG,4,0,1178,612,7,0,0,11,13,0,20,0
OSBPL5,183,123,2086,886,8799,2343,3011,699,3330,4083,3570,2006
MGRH,5,0,1663,929,4,7,0,0,0,0,7,0
NADSYN1,92,94,1807,984,914,837,975,1035,1645,2376,1333,896
DHCR7,176,48,2287,1079,420,410,602,633,698,1011,572,4974
SHANK2,115,1069,6902,3582,21590,5428,4124,0,2619,1970,3338,388
CTTN,1169,1299,1741,1019,9147,10672,12359,7689,19931,19425,15945,17375
PPFIA1,292,664,3863,2259,1890,3051,2322,1224,3833,2326,2480,2176
FADD,397,513,677,451,6621,5449,4852,4531,6578,10756,5090,4860
ANO1,74,2220,3085,1515,12629,10059,3122,103,10906,10298,12392,2738
FGF4,10,59,867,1016,0,0,0,0,0,0,30,0
LTO1,78,110,808,476,2110,676,937,850,1683,2289,1317,1862
CCND1,170,331,1950,1928,17255,1589,2995,311,1644,479,1011,1326
MRGPRF,93,31,1914,952,92,340,483,1030,1110,1717,1298,633
TPCN2,241,179,1670,1024,1941,1490,1264,1256,1949,2010,1894,1854
IGHMBP2,209,257,3596,2669,3825,2933,2544,2196,2315,4421,3616,2253
MRPL21,191,299,1715,2172,5721,4066,5282,5698,8661,6329,12870,6691
TESMIN,0,0,2430,1377,101,97,55,4,27,41,15,0
CPT1A,528,580,2972,2015,6402,7377,7782,3517,6144,5645,11321,3014
PPP6R3,758,982,3337,1987,5659,6010,4464,2960,7086,3597,7345,4140
C18H11orf24,97,44,1784,1000,484,714,1613,1127,2597,2389,1026,1487
LRP5,389,1087,4750,2666,8329,8079,5877,3385,7821,5291,6802,1548
KMT5B,460,644,3666,2350,3568,2694,1944,3208,4269,3790,3464,2291
NDUFS8,128,203,615,316,2859,1911,3869,6956,3508,5749,3862,3230
CHKA,89,310,3124,1696,3751,1816,2182,1614,3429,3253,2015,921
TCIRG1,127,85,2909,1203,1208,2432,3331,3634,4158,3866,3183,2071
ALDH3B1,104,22,2068,1024,1161,651,1445,1483,2290,2294,1318,1393
UNC93B1,136,117,1278,717,2455,2620,3498,3707,5254,5743,2920,2120
NUDT8,44,79,646,343,1195,627,1215,1474,1412,4226,1468,1112
NDUFV1,280,531,1232,708,5217,3386,4925,10992,8255,10524,6462,5741
GSTP1,200,164,361,185,4774,5299,9868,15795,9743,28801,28814,9969
CDK2AP2,113,147,399,177,1263,1601,3209,7539,3148,9803,2680,2876
PITPNM1,134,79,3662,1798,1854,1189,1571,4148,1470,2536,2298,752
AIP,74,83,1041,566,2087,1514,2012,2560,3366,5436,4697,1810
TMEM134,75,70,835,283,2060,1010,1477,2582,2264,3637,1730,2741
CORO1B,251,477,1948,946,4936,4465,4704,7357,8278,4142,6383,2781
CARNS1,6,47,1421,674,126,311,332,18,590,1019,443,215
RPS6KB2,138,164,1407,781,929,1100,1116,1828,1734,2762,1535,3792
TBC1D10C,11,0,1579,765,133,368,236,61,293,1217,351,117
RAD9A,85,238,1122,605,1175,1355,1460,2088,2047,3062,1096,1445
PPP1CA,299,742,1143,616,4850,4885,5467,9313,10001,3198,4883,6897
CLCF1,18,11,1163,512,119,176,570,273,494,1944,377,380
SSH3,129,369,2035,997,8380,3659,4523,4794,5332,10827,5590,3185
ANKRD13D,136,428,1514,752,4780,2919,2734,1036,2885,4649,2965,2066
GRK2,287,600,6832,4698,4020,4348,3629,3437,5825,7241,4602,3433
KDM2A,527,583,4588,2650,4288,4693,3572,3379,4498,4274,5900,3538
RHOD,45,41,579,356,1265,675,1235,926,975,1419,588,1585
C18H11orf86,7,0,347,125,2,0,7,2409,5,0,28,3
LRFN4,25,17,3605,1766,258,192,525,166,542,381,272,460
RCE1,89,71,1150,673,1695,604,953,1855,1485,2273,810,1235
PC,1001,246,3570,1933,868,2085,1749,92274,3430,5676,5043,2318
C18H11orf80,10,28,1567,1156,1364,148,234,404,411,906,271,212
CCS,64,67,837,441,1109,881,1272,2223,1138,3815,1970,973
SPTBN2,1685,1464,6363,3477,14846,5711,4034,47,6974,9664,6999,17216
RBM4B,254,325,1414,855,2349,2173,2018,703,3549,4755,2567,1196
RBM14,502,816,3890,2196,6053,4736,5560,3723,8251,12415,6236,6311
ACTN3,10,10,2997,1684,50,78,18,53,2273,78,58,25
CTSF,293,736,1663,935,6185,6136,5714,9862,12481,5448,14459,3831
ZDHHC24,56,83,1165,466,608,703,847,307,1353,522,515,368
BBS1,57,55,1118,614,471,369,138,166,157,92,337,58
DPP3,178,133,1825,990,2124,1722,2175,2587,2891,1153,2614,3009
PELI3,53,36,1488,769,897,466,504,728,848,2113,1209,462
MRPL11,114,160,746,371,1968,1368,2015,2692,3786,4568,3632,2599
SLC29A2,5,5,1390,740,195,45,45,18,135,226,111,30
TRNAS-GCU,1,0,0,0,0,0,0,0,0,0,0,0
B4GAT1,96,116,1635,898,776,882,876,1340,1751,2022,1950,809
BRMS1,96,89,649,332,1391,976,1192,1130,1552,1433,1382,1321
RIN1,93,54,2371,1237,748,1422,1112,285,1962,2492,1146,1178
CD248,374,121,3555,1828,64,1387,1252,3716,10451,10567,1932,3213
YIF1A,70,99,889,431,2248,1263,1758,2019,2158,2208,2019,1852
CNIH2,6,5,424,242,14,18,19,3,113,106,16,49
RAB1B,443,542,627,421,10009,6976,10395,14478,14278,17377,9791,10336
KLC2,54,60,1733,909,1158,986,1669,1012,1428,2349,1219,1000
PACS1,181,92,3615,2080,2621,2095,2292,2450,2659,6203,2960,1621
SF3B2,576,709,2554,1581,13270,6329,8248,7559,11544,15376,9889,7996
CST6,683,719,449,233,3845,6806,7774,89,24701,38876,6753,99884
BANF1,149,300,299,169,5614,3722,6992,6221,8749,8559,6224,4950
EIF1AD,103,104,563,355,1159,1134,1693,960,2941,2583,1830,3240
SART1,159,188,2507,1414,4601,2647,3039,4454,4562,9342,4413,2702
DRAP1,143,201,1279,800,2295,1881,2689,3060,5686,6066,2910,4615
C18H11orf68,45,84,1090,561,2439,1550,2183,1499,2155,5161,2051,1509
FOSL1,6,4,1512,842,67,218,387,130,595,1343,108,907
CCDC85B,36,40,954,399,1392,845,1981,1093,2079,7953,1959,2469
FIBP,139,206,1240,661,2685,2252,3730,9384,4985,8716,4910,3679
CTSW,9,8,1227,678,79,143,42,51,199,454,198,208
SNX32,39,26,1364,660,406,180,233,64,268,847,317,346
MUS81,199,197,1525,814,3603,2046,2460,2355,3453,7460,3398,1696
EFEMP2,201,108,1348,709,240,1630,1648,4298,3682,5491,2581,2018
CFL1,1092,1593,169,113,24217,22140,43371,19939,58417,68415,31546,51429
AP5B1,66,104,4095,1997,926,946,1441,1247,1626,3267,1765,1060
OVOL1,218,72,970,532,723,157,245,0,1223,684,772,6359
RNASEH2C,75,67,748,358,828,488,881,1051,1664,2313,1382,1237
KAT5,135,244,1474,824,3537,1804,2125,1523,4365,6409,3214,3853
RELA,223,189,1876,1085,6574,3528,5161,3646,5424,18131,5744,3745
SIPA1,133,117,3967,1798,1328,1782,2043,1837,2497,7168,2407,1173
PCNX3,453,409,5759,3021,5597,4147,4520,3862,3337,6758,4104,3102
MAP3K11,163,165,2551,1247,1498,1506,2010,1788,1771,2386,2188,1789
FAM89B,107,77,769,346,1896,1292,2288,2730,2818,5358,2240,1846
ZNRD2,58,74,690,327,1301,872,1040,1776,1352,2597,1408,884
EHBP1L1,533,272,5871,3025,3897,4688,3748,8108,5087,4774,4611,3215
KCNK7,49,8,656,255,110,52,39,32,30,59,66,1617
LTBP3,646,324,5286,2524,8050,6841,13257,6216,11078,14590,8590,3819
SCYL1,189,269,2330,1200,3563,2052,2794,3956,4115,7499,3355,2568
MIR8858,321,243,0,1,56,83,34,11,15,20,96,19
MIR8858,1,1,0,0,1,1,1,1,1,1,1,1
FRMD8,154,177,1122,557,1881,2330,2535,1451,2656,3373,3848,2122
TIGD3,5,7,1493,693,14,15,40,222,56,54,31,8
DPF2,189,291,1347,793,3874,2733,3685,3767,4471,5964,4110,2927
CDC42EP2,293,98,872,377,541,1206,907,1440,2987,3961,2733,1949
POLA2,91,238,1851,1172,1823,937,1696,572,3185,3367,1275,1072
CAPN1,932,1099,2000,1098,12949,8307,9780,12150,13178,19164,13025,12922
SPDYC,10,14,2046,1231,77,70,54,19,38,71,100,42
SYVN1,186,199,1927,937,3809,4191,4987,3786,5640,13119,4611,5374
MRPL49,139,254,538,303,2976,1880,2442,3388,3759,2788,3749,2258
FAU,1065,3024,289,157,47896,31780,38449,54596,71363,135221,67698,46861
TM7SF2,109,24,1248,700,422,232,164,471,486,984,464,2730
ZNHIT2,31,51,2470,1152,1147,695,1159,874,1341,2190,664,817
VPS51,194,223,2898,1442,4663,2520,2826,3072,4260,5373,3260,3008
TMEM262,5,10,465,259,33,16,0,0,10,43,17,8
ZFPL1,106,158,876,408,2667,1428,1621,2143,2775,2056,2272,1869
CDCA5,23,55,1292,641,138,68,506,105,843,100,27,305
NAALADL1,0,14,771,396,90,80,152,73,222,204,71,217
SAC3D1,20,41,1657,842,598,330,449,361,536,123,455,845
SNX15,69,76,924,403,812,780,1273,1473,1505,2279,1655,1449
ARL2,116,106,664,253,1486,1563,2113,4579,4132,6235,4193,2414
BATF2,50,45,1478,718,1089,904,922,502,1083,820,1639,325
GPHA2,30,7,1377,754,162,129,112,165,142,362,75,46
PPP2R5B,77,69,1308,662,843,918,1101,754,1754,2336,1946,1019
MIR192,0,0,21,10,0,0,1,0,0,0,0,0
MIR192,0,0,1,1,0,0,1,0,0,0,0,0
ATG2A,243,272,6343,3132,2844,2349,1922,2428,2106,3228,3236,1818
EHD1,315,230,2185,1107,2793,2782,5359,11010,5592,9592,7000,5116
MEN1,63,84,1967,1075,1359,963,1082,520,1235,594,996,861
